restid,itemname,description,sentence
585,N    Brown Sugar Jade Noodle,House special green noodle dish quick stir fried w shrimp assorted peppers black mushrooms bean sprouts scallions ,N    Brown Sugar Jade Noodle House special green noodle dish quick stir fried w shrimp assorted peppers black mushrooms bean sprouts scallions
585,N    Pad Woon Sen,Tender sliced pork shrimp stir fried w egg bean threads noodle green peas baby corn carrots mushrooms celery snow peas bean spouts scallions ,N    Pad Woon Sen Tender sliced pork shrimp stir fried w egg bean threads noodle green peas baby corn carrots mushrooms celery snow peas bean spouts scallions
585,Drunken Noodle,Flat rice noodles onions green beans basil leaves  hot peppers stir fried w your choice of meat ,Drunken Noodle Flat rice noodles onions green beans basil leaves  hot peppers stir fried w your choice of meat
585,Pad See Ew,Flat rice noodles broccoli carrots egg stir fried w your choice of meat  Chinese broccoli available upon request ,Pad See Ew Flat rice noodles broccoli carrots egg stir fried w your choice of meat  Chinese broccoli available upon request
585,Comm  Ave  Noodle,Stir fried whole wheat noodles w chicken red pepper mushrooms onions bean sprouts carrots scallions ,Comm  Ave  Noodle Stir fried whole wheat noodles w chicken red pepper mushrooms onions bean sprouts carrots scallions
585,Kua Gai,Flat rice noodles chopped scallions egg stir fried w your choice of meat ,Kua Gai Flat rice noodles chopped scallions egg stir fried w your choice of meat
585,Rad Na,Meat simmered w broccoli carrots in the chef's gravy served over flat rice noodles chinese broccoli available upon request ,Rad Na Meat simmered w broccoli carrots in the chef's gravy served over flat rice noodles chinese broccoli available upon request
585,Nua Sub,Minced beef w diced onions tomatoes in madras curry spice gravy  Served over flat rice noodles ,Nua Sub Minced beef w diced onions tomatoes in madras curry spice gravy  Served over flat rice noodles
585,Gai Sub,Minced chicken w diced onions tomatoes in madras curry spice gravy  Served over flat rice noodles ,Gai Sub Minced chicken w diced onions tomatoes in madras curry spice gravy  Served over flat rice noodles
585,Yellow River,A quick stir fried yellow noodles w assorted seafood red peppers mushrooms onions bean sprouts carrots scallions ,Yellow River A quick stir fried yellow noodles w assorted seafood red peppers mushrooms onions bean sprouts carrots scallions
585,Tom Yum Noodle Soup,The famous sour spicy noodle soup w shrimp scallop squid chicken ground pork bean sprouts crushed peanuts topped w chopped scallions crispy wonton ,Tom Yum Noodle Soup The famous sour spicy noodle soup w shrimp scallop squid chicken ground pork bean sprouts crushed peanuts topped w chopped scallions crispy wonton
585,Roast Duck Noodle Soup,Rice noodles sliced roasted duck bean sprouts in duck broth topped w chopped scallions ,Roast Duck Noodle Soup Rice noodles sliced roasted duck bean sprouts in duck broth topped w chopped scallions
585,Chicken Noodle Soup,Rice noodles sliced chicken bean sprouts in chicken broth topped w chopped scallions ,Chicken Noodle Soup Rice noodles sliced chicken bean sprouts in chicken broth topped w chopped scallions
585,Beef Noodle Soup,Rice noodles sliced rare beef beef balls bean sprouts in beef broth topped w chopped scallions ,Beef Noodle Soup Rice noodles sliced rare beef beef balls bean sprouts in beef broth topped w chopped scallions
585,Pork Noodle Soup,Rice noodles sliced pork pork balls bean sprouts in chicken broth topped w chopped scallions ,Pork Noodle Soup Rice noodles sliced pork pork balls bean sprouts in chicken broth topped w chopped scallions
585,Roast Pork Noodle Soup,Rice noodles sliced roast pork bean sprouts in chicken broth topped w chopped scallions ,Roast Pork Noodle Soup Rice noodles sliced roast pork bean sprouts in chicken broth topped w chopped scallions
585,Thai Fried Rice,An authentic fried rice w chicken shrimp egg onions broccoli tomatoes  Served w slices of cucumber ,Thai Fried Rice An authentic fried rice w chicken shrimp egg onions broccoli tomatoes  Served w slices of cucumber
585,Pik Pow Fried Rice,Fried rice in mild pik pow sauce peppers red onions w egg your choice of chicken beef pork or shrimp ,Pik Pow Fried Rice Fried rice in mild pik pow sauce peppers red onions w egg your choice of chicken beef pork or shrimp
585,Basil Fried Rice,Spicy fried rice w fresh thai basil red onions peppers your choice of chicken beef pork or shrimp  Served w slices of cucumber ,Basil Fried Rice Spicy fried rice w fresh thai basil red onions peppers your choice of chicken beef pork or shrimp  Served w slices of cucumber
585,Pineapple Fried Rice,A quick stir fried rice w egg large shrimp chicken pineapple baby corn snow peas green peas raisins onions carrots curry power  Served w slices of cucumber ,Pineapple Fried Rice A quick stir fried rice w egg large shrimp chicken pineapple baby corn snow peas green peas raisins onions carrots curry power  Served w slices of cucumber
585,Vegetable Fried Rice,A healthy stir fried w assortment of fresh vegetables w rice egg ,Vegetable Fried Rice A healthy stir fried w assortment of fresh vegetables w rice egg
585,Brown Sugar Fresh Rolls,Special fresh rolls filled w shrimp shredded carrots cucumbers fresh lettuce sweet basil leaves  Served w house special turnip sauce topped w crushed peanuts  Available vegetarian ,Brown Sugar Fresh Rolls Special fresh rolls filled w shrimp shredded carrots cucumbers fresh lettuce sweet basil leaves  Served w house special turnip sauce topped w crushed peanuts  Available vegetarian
585,Thai spring rolls,Popular crispy spring rolls w vegetables chicken chopped scallions coriander  Served w house special turnip sauce  Available vegetarian ,Thai spring rolls Popular crispy spring rolls w vegetables chicken chopped scallions coriander  Served w house special turnip sauce  Available vegetarian
585,Satay Chicken or Satay Beef,Charcoal grilled chicken or beef on bamboo skewers  Served w peanut sauce cucumber sauce ,Satay Chicken or Satay Beef Charcoal grilled chicken or beef on bamboo skewers  Served w peanut sauce cucumber sauce
585,Thai Ravioli,A delightful Thai style ravioli w shrimp pork  served w house ginger sauce  available steamed or fried ,Thai Ravioli A delightful Thai style ravioli w shrimp pork  served w house ginger sauce  available steamed or fried
585,Tod Mun,Minced shrimp mixed w Thai spices fried until golden brown  served w cucumber sauce topped w crushed peanuts ,Tod Mun Minced shrimp mixed w Thai spices fried until golden brown  served w cucumber sauce topped w crushed peanuts
585,Stuffed Wings,Golden fried boneless chicken wings w stuffing of seasoned minced chicken vegetables Thai herbs  served w house sweet chili sauce ,Stuffed Wings Golden fried boneless chicken wings w stuffing of seasoned minced chicken vegetables Thai herbs  served w house sweet chili sauce
585,Brown Sugar Spareribs,Charcoal grilled pork ribs lightly glazed w chef's special sauce ,Brown Sugar Spareribs Charcoal grilled pork ribs lightly glazed w chef's special sauce
585,Cozy Shrimp,Delicate whole shrimp spring rolls w house sweet chili sauce ,Cozy Shrimp Delicate whole shrimp spring rolls w house sweet chili sauce
585,Steamed Mussels,Green shell mussels steamed in aromatic herbs white wine  Served in a clay pot w sweet sour chili dipping sauce ,Steamed Mussels Green shell mussels steamed in aromatic herbs white wine  Served in a clay pot w sweet sour chili dipping sauce
585,Soft Shell Crab Tempura,A delightful Thai style tempura w sweet chili sauce ,Soft Shell Crab Tempura A delightful Thai style tempura w sweet chili sauce
585,Shrimp Tempura,A delightful Thai style tempura w sweet chili sauce ,Shrimp Tempura A delightful Thai style tempura w sweet chili sauce
585,Vegetable Tempura,A delightful Thai style tempura w sweet chili sauce ,Vegetable Tempura A delightful Thai style tempura w sweet chili sauce
585,Tofu Triangles,Golden fried tofu served w sweet sour sauce crushed peanuts ,Tofu Triangles Golden fried tofu served w sweet sour sauce crushed peanuts
585,Shumai,Homemade shumai filled w shrimp vegetables  Served w house ginger sauce ,Shumai Homemade shumai filled w shrimp vegetables  Served w house ginger sauce
585,Crab Rangoon,Homemade wonton filled w cream cheese crab meat chopped pickle  Served w sweet sour sauce ,Crab Rangoon Homemade wonton filled w cream cheese crab meat chopped pickle  Served w sweet sour sauce
585,Golden Triangles,Vegetable spring rolls in triangle shape w house sweet sour sauce ,Golden Triangles Vegetable spring rolls in triangle shape w house sweet sour sauce
585,Na Tang,Minced pork shrimp simmered in a sauce of coconut milk garlic crushed peanuts w crispy jasmine rice ,Na Tang Minced pork shrimp simmered in a sauce of coconut milk garlic crushed peanuts w crispy jasmine rice
585,Combo Platter,A platter of chicken beef satay spring rolls vegetable rolls cozy shrimp tofu triangles golden triangles ravioli sparerib ,Combo Platter A platter of chicken beef satay spring rolls vegetable rolls cozy shrimp tofu triangles golden triangles ravioli sparerib
585,Scallion Pancakes,Vegetarian scallion homemade style fried  Served w ginger sauce ,Scallion Pancakes Vegetarian scallion homemade style fried  Served w ginger sauce
585,Tom Yum Goong,Hot sour shrimp soup the famous sour spicy shrimp soup w lemon grass chilies lime juice mushrooms  Available w vegetables or chicken ,Tom Yum Goong Hot sour shrimp soup the famous sour spicy shrimp soup w lemon grass chilies lime juice mushrooms  Available w vegetables or chicken
585,Tom Khar Gai,Chicken coconut soup seasoned w galanga lime juice chilies mushrooms  Available w vegetables ,Tom Khar Gai Chicken coconut soup seasoned w galanga lime juice chilies mushrooms  Available w vegetables
585,Cucumber Egg Drop Soup,Soft cucumber shrimp black mushrooms in egg drop soup w snow peas carrots baby corn ,Cucumber Egg Drop Soup Soft cucumber shrimp black mushrooms in egg drop soup w snow peas carrots baby corn
585,Seafood Rice Soup,Assorted seafood rice in zesty chicken broth complement w celery garlic oil ,Seafood Rice Soup Assorted seafood rice in zesty chicken broth complement w celery garlic oil
585,Liang Soup,Shrimp spinach vegetables in mildly spiced broth fragrance w basil ,Liang Soup Shrimp spinach vegetables in mildly spiced broth fragrance w basil
585,Wonton Soup,Thai style wonton soup in clear chicken broth w lettuce chopped parsley scallions ,Wonton Soup Thai style wonton soup in clear chicken broth w lettuce chopped parsley scallions
585,Brown Sugar Salad,A popular Thai salad dish  charcoal grilled turmeric chicken sliced tofu croutons hard boiled egg slices on bed of garden fresh greens w peanut sauce dressing ,Brown Sugar Salad A popular Thai salad dish  charcoal grilled turmeric chicken sliced tofu croutons hard boiled egg slices on bed of garden fresh greens w peanut sauce dressing
585,Plar Goong,Blushing fresh shrimp tossed in lime juice sweet chili sauce w lemon grass mushrooms onions tomatoes scallions peppers mint leaves ,Plar Goong Blushing fresh shrimp tossed in lime juice sweet chili sauce w lemon grass mushrooms onions tomatoes scallions peppers mint leaves
585,Yum Nua,Sliced charcoal grilled beef tenderloin on bed of lettuce cucumber mushrooms onions tomatoes scallions in spicy lemon dressing w mint leaves ,Yum Nua Sliced charcoal grilled beef tenderloin on bed of lettuce cucumber mushrooms onions tomatoes scallions in spicy lemon dressing w mint leaves
585,Fenway Salad,A garden fresh greens salad w lettuce onions cucumbers tomatoes peppers croutons w house special sauce dressing ,Fenway Salad A garden fresh greens salad w lettuce onions cucumbers tomatoes peppers croutons w house special sauce dressing
585,Som Tum Papaya w Sticky Rice,A popular Thai spicy salad dish blushing fresh shrimps tossed in lime juice small Thai chili w papaya strips minced dry shrimp tomatoes peanuts served w fresh vegetables sticky rice ,Som Tum Papaya w Sticky Rice A popular Thai spicy salad dish blushing fresh shrimps tossed in lime juice small Thai chili w papaya strips minced dry shrimp tomatoes peanuts served w fresh vegetables sticky rice
585,Yum Woon Sen,Cellophane noodle salad w shrimp scallop squid minced pork red onions celery roasted peanuts chopped parsley scallions in spicy lime juice ,Yum Woon Sen Cellophane noodle salad w shrimp scallop squid minced pork red onions celery roasted peanuts chopped parsley scallions in spicy lime juice
585,Seafood Volcano,Chunks of salmon shrimp scallops squid mussels in spicy choo chee sauce w bok choy green beans peppers basil aromatized w kiffir lime leaves  Served in mountain foil shape ,Seafood Volcano Chunks of salmon shrimp scallops squid mussels in spicy choo chee sauce w bok choy green beans peppers basil aromatized w kiffir lime leaves  Served in mountain foil shape
585,Old Lady Spicy,A popular spicy Thai dish w roasted Thai eggplant peppers green beans sweet basil in chef's special sauce  available w chicken pork tofu or shrimp ,Old Lady Spicy A popular spicy Thai dish w roasted Thai eggplant peppers green beans sweet basil in chef's special sauce  available w chicken pork tofu or shrimp
585,Poo Pad Pong Garee,A quick stir fried maryland soft shell crab crab claws large shrimp onions peppers scallions egg curry powder in chef's special sauce  Toped w crisp garlic chopped scallions coriander ,Poo Pad Pong Garee A quick stir fried maryland soft shell crab crab claws large shrimp onions peppers scallions egg curry powder in chef's special sauce  Toped w crisp garlic chopped scallions coriander
585,Bird of Paradise,Steamed chunks of salmon shrimp sea scallops squid mussels vegetables delight in hot sour broth spiced w exotic lemon grass kaffir lime leaves Thai basil  served in foil bird ,Bird of Paradise Steamed chunks of salmon shrimp sea scallops squid mussels vegetables delight in hot sour broth spiced w exotic lemon grass kaffir lime leaves Thai basil  served in foil bird
